ID_Transaccion,Fecha,Cliente_ID,Producto,Categoria,Precio_Unitario,Cantidad,Descuento_%,Costo_Envio,Region
T2024-03748,2024-09-02,C0001,Auriculares con cable,Perifericos,28.15,1.0,0.0,4.44,Comunitat Valenciana
T2024-01760,2024-05-11,C0051,Disco SSD 1 TB,Almacenamiento,99.04,2.0,,0.0,Madrid
T2024-02863,2024-09-10,C0061,Disco SSD 2 TB,Almacenamiento,161.14,1.0,0.0,0.0,Comunitat Valenciana
T2024-00781,2024-02-27,C0933,Teclado mecanico,Perifericos,80.61,2.0,0.0,0.0,Madrid
T2024-04138,2024-05-12,C0011,Auriculares inalambricos,Audio,130.5,1.0,0.0,0.0,Pais Vasco
T2024-04054,2024-12-05,C0257,Auriculares inalambricos,Audio,135.96,2.0,,0.0,Cataluna
T2024-01700,2024-11-20,C0032,Disco SSD 1 TB,Almacenamiento,99.04,4.0,0.0,0.0,Andalucia
T2024-02538,2024-02-15,C0001,Movil gama alta,Telefonía,1030.79,1.0,15.0,0.0,Comunitat Valenciana
T2024-00237,2024-07-14,C0507,Tarjeta microSD 256 GB,Almacenamiento,33.95,1.0,25.0,5.3,Andalucia
T2024-04075,2024-12-22,C0400,Disco SSD 1 TB,Almacenamiento,110.51,4.0,20.0,9.17,Canarias
T2024-02782,2024-11-05,C0650,Disco SSD 1 TB,Almacenamiento,111.22,5.0,0.0,0.0,Cataluna
T2024-00261,2024-09-01,C0246,Tablet 10 pulgadas,Telefonia,-272.02,1.0,0.0,0.0,Comunitat Valenciana
T2024-03910,2024-12-03,C0020,Auriculares inalambricos,Audio,126.48,2.0,10.0,0.0,Cataluna
T2024-04028,2024-12-29,C0453,Auriculares con cable,Perifericos,26.97,1.0,0.0,3.44,Cataluna
T2024-02893,2024-10-30,C0044,Camara web 1080p,Perifericos,69.38,5.0,5.0,0.0,Cataluna
T2024-04699,2024-10-14,C0024,Raton ergonomico,Perifericos,46.55,1.0,0.0,4.56,Andalucia
T2024-02698,2024-05-02,C0015,Movil gama media,Telefonia,327.94,2.0,30.0,0.0,Comunitat Valenciana
T2024-02844,2024-06-17,C0103,Pulsera de actividad,Vestible,54.5,1.0,25.0,5.63,Cataluna
T2024-01083,2024-03-20,C0162,Disco SSD 1 TB,Almacenamiento,101.57,2.0,0.0,0.0,Andalucia
T2024-03487,2024-05-18,C0002,Monitor 27 pulgadas,Informatica,235.52,4.0,0.0,0.0,Cataluna
T2024-01196,2024-01-25,C0032,Disco SSD 1 TB,Almacenamiento,107.43,5.0,20.0,0.0,Madrid
T2024-01286,2024-04-22,C0032,Teclado mecanico,Perifericos,83.04,1.0,0.0,6.01,Comunitat Valenciana
T2024-00651,2024-11-07,C0017,Movil gama media,Telefonia,369.48,2.0,5.0,0.0,Cataluna
T2024-00760,2024-05-22,C0001,Camara web 1080p,Perifericos,65.63,2.0,0.0,0.0,Comunitat Valenciana
T2024-03474,2024-03-09,C0005,Altavoz bluetooth,Audio,78.34,2.0,10.0,0.0,Madrid
T2024-02186,2024-12-18,C0782,Camara web 1080p,perifericos,65.39,4.0,30.0,0.0,Cataluna
T2024-04374,2024-07-14,C0082,Raton ergonomico,Perifericos,49.91,1.0,0.0,4.89,Andalucia
T2024-01594,2024-05-05,C0208,Auriculares con cable,Perifericos,34.11,2.0,0.0,6.53,Madrid
T2024-01050,2024-06-01,C0505,Tarjeta microSD 256 GB,Almacenamiento,37.32,3.0,0.0,0.0,Galicia
T2024-01530,2024-12-21,C0040,Raton ergonomico,Perifericos,45.85,1.0,5.0,3.59,Pais Vasco
T2024-04748,2024-04-04,C0793,Teclado mecanico,Perifericos,88.88,1.0,15.0,3.51,Comunitat Valenciana
T2024-02009,2024-12-02,C0761,Auriculares con cable,Perifericos,29.4,4.0,10.0,0.0,Andalucia
T2024-02350,2024-06-17,C0236,Auriculares con cable,Perifericos,29.41,1.0,20.0,3.87,Madrid
T2024-04677,2024-11-20,C0001,Pulsera de actividad,Vestible,57.59,4.0,0.0,0.0,Comunitat Valenciana
T2024-02692,2024-12-18,C0920,Portatil 14 pulgadas,Informatica,801.24,1.0,0.0,0.0,Galicia
T2024-04069,2024-12-22,C0328,Disco SSD 2 TB,Almacenamiento,172.13,3.0,0.0,0.0,Cataluna
T2024-04101,2024-09-09,C0291,Altavoz bluetooth,Audio,77.76,2.0,0.0,0.0,Madrid
T2024-03362,2024-04-14,C0825,Raton ergonomico,Perifericos,47.23,5.0,0.0,0.0,Cataluna
T2024-02442,2024-01-26,C0035,Barra de sonido,Audio,186.51,1.0,35.0,0.0,Galicia
T2024-04696,2024-10-06,C0335,Auriculares inalambricos,Audio,129.54,4.0,30.0,0.0,Comunitat Valenciana
T2024-02882,2024-01-19,C0061,Tablet 10 pulgadas,Telefonia,276.42,1.0,0.0,0.0,Comunitat Valenciana
T2024-00579,2024-12-23,C0006,Barra de sonido,Audio,204.04,1.0,0.0,0.0,Andalucia
T2024-01752,2024-07-14,C0170,Pulsera de actividad,Vestible,62.0,4.0,0.0,0.0,Madrid
T2024-03462,2024-09-11,C0096,Movil gama alta,Telefonia,1080.95,1.0,0.0,0.0,Cataluna
T2024-01280,2024-11-18,C0035,Altavoz bluetooth,Audio,74.65,3.0,0.0,0.0,Madrid
T2024-04175,2024-03-03,C0962,Auriculares con cable,Perifericos,31.88,3.0,15.0,5.96,Comunitat Valenciana
T2024-04086,2024-05-13,C0572,Barra de sonido,Audio,203.3,1.0,5.0,0.0,Galicia
T2024-01742,2024-06-16,C0052,Tablet 10 pulgadas,Telefonia,277.02,1.0,0.0,10.32,Canarias
T2024-02917,2024-12-27,C0389,Camara web 1080p,Perifericos,67.16,2.0,0.0,0.0,Cataluna
T2024-00333,2024-11-05,C0095,Altavoz bluetooth,Audio,71.27,1.0,15.0,5.13,Cataluna
T2024-03323,2024-09-30,C0622,Pulsera de actividad,Vestible,55.12,3.0,0.0,0.0,Madrid
T2024-03097,2024-08-26,C0139,Pulsera de actividad,Vestible,58.3,1.0,25.0,4.8,Cataluna
T2024-02846,2024-06-08,C0090,Camara web 1080p,Perifericos,68.4,2.0,15.0,0.0,Cataluna
T2024-03560,2024-11-08,C0016,Portatil 16 pulgadas,Informatica,1539.22,1.0,5.0,0.0,Madrid
T2024-01237,2024-06-18,C0010,Pulsera de actividad,Vestible,60.05,2.0,0.0,0.0,Cataluna
T2024-01359,2024-03-29,C0070,Tablet 10 pulgadas,Telefonia,294.56,1.0,0.0,0.0,Madrid
T2024-01812,2024-05-01,C0002,Tablet 10 pulgadas,Telefonia,264.48,4.0,0.0,0.0,Cataluna
T2024-00224,2024-10-26,C0002,Altavoz bluetooth,Audio,70.58,2.0,10.0,0.0,Cataluna
T2024-00516,2024-04-20,C0061,Tarjeta microSD 256 GB,Almacenamiento,32.6,1.0,0.0,5.95,Madrid
T2024-04944,2024-02-06,C0163,Movil gama media,Telefonia,349.5,1.0,0.0,12.85,Canarias
T2024-04942,2024-11-26,C0150,Camara web 1080p,Perifericos,65.23,5.0,0.0,0.0,Galicia
T2024-00336,2024-01-14,C0001,Disco SSD 1 TB,Almacenamiento,91.0,2.0,5.0,0.0,Cataluna
T2024-01873,2024-01-22,C0002,Reloj inteligente,Vestible,178.94,2.0,25.0,0.0,Andalucia
T2024-00673,2024-04-03,C1191,Barra de sonido,Audio,211.14,1.0,35.0,0.0,Comunitat Valenciana
T2024-03515,2024-05-12,C0051,Barra de sonido,Audio,201.76,5.0,0.0,0.0,Andalucia
T2024-00885,2024-03-30,C0152,Auriculares con cable,Perifericos,31.43,2.0,0.0,5.84,Galicia
T2024-02393,2024-09-13,C0914,Pulsera de actividad,Vestible,57.1,4.0,,0.0,Comunitat Valenciana
T2024-02914,2024-05-04,C0055,Pulsera de actividad,Vestible,59.94,5.0,30.0,0.0,Madrid
T2024-01833,2024-05-26,C0107,Teclado mecanico,Perifericos,82.53,2.0,20.0,0.0,Pais Vasco
T2024-01804,2024-11-02,C0024,Auriculares con cable,Perifericos,29.2,3.0,0.0,6.62,Andalucia
T2024-03443,2024-08-21,C0015,Camara web 1080p,Perifericos,66.74,2.0,30.0,0.0,Madrid
T2024-00154,2024-01-30,C0122,Tarjeta microSD 256 GB,Almacenamiento,33.14,1.0,15.0,5.36,Andalucia
T2024-00215,2024-06-29,C1147,Camara web 1080p,Perifericos,69.23,2.0,0.0,0.0,Pais Vasco
T2024-02201,2024-11-24,C0756,Barra de sonido,Audio,201.07,4.0,0.0,0.0,Comunitat Valenciana
T2024-00929,2024-11-05,C0001,Disco SSD 1 TB,Almacenamiento,105.33,1.0,15.0,10.95,Canarias
T2024-04053,2024-09-11,C0004,Tarjeta microSD 256 GB,Almacenamiento,35.32,2.0,0.0,3.32,Comunitat Valenciana
T2024-01416,2024-05-01,C0375,Teclado mecanico,Perifericos,85.11,2.0,0.0,0.0,Madrid
T2024-02769,2024-11-07,C0012,Disco SSD 2 TB,Almacenamiento,170.49,2.0,0.0,0.0,Comunitat Valenciana
T2024-03411,2024-12-30,C0248,Pulsera de actividad,Vestible,63.06,1.0,10.0,3.58,Cataluna
T2024-00494,2024-11-09,C0038,Monitor 27 pulgadas,Informatica,246.22,3.0,0.0,0.0,Pais Vasco
T2024-00866,2024-01-06,C0001,Auriculares inalambricos,Audio,120.97,2.0,30.0,0.0,Comunitat Valenciana
T2024-02382,2024-06-11,C0917,Altavoz bluetooth,Audio,81.18,1.0,,4.05,Cataluna
T2024-03273,2024-11-13,C0678,Altavoz bluetooth,Audio,73.97,2.0,40.0,0.0,Madrid
T2024-03981,2024-12-04,C0003,Tablet 10 pulgadas,Telefonia,307.51,2.0,5.0,0.0,Comunitat Valenciana
T2024-03492,2024-02-08,C0002,Auriculares inalambricos,Audio,132.92,2.0,0.0,0.0,Madrid
T2024-00822,2024-11-01,C0185,Reloj inteligente,Vestible,203.24,1.0,,0.0,Cataluna
T2024-00243,2024-07-14,C1011,Auriculares con cable,Perifericos,28.28,4.0,30.0,0.0,Madrid
T2024-03873,2024-12-01,C0123,Tarjeta microSD 256 GB,Almacenamiento,32.75,1.0,0.0,4.49,Pais Vasco
T2024-02648,2024-07-19,C0004,Portatil 14 pulgadas,Informatica,915.57,1.0,30.0,0.0,Pais Vasco
T2024-02554,2024-09-14,C0002,Auriculares inalambricos,Audio,115.89,5.0,10.0,0.0,Madrid
T2024-04806,2024-10-06,C0189,Portatil 16 pulgadas,Informatica,1569.04,5.0,25.0,0.0,Andalucia
T2024-04535,2024-11-30,C0481,Auriculares inalambricos,Audio,122.05,1.0,10.0,0.0,Madrid
T2024-04989,2024-11-19,C0043,Teclado mecanico,Perifericos,91.59,1.0,0.0,5.47,Galicia
T2024-02971,2024-07-31,C0003,Auriculares con cable,Perifericos,27.5,1.0,0.0,6.58,Andalucia
T2024-03432,2024-09-22,C0887,Auriculares con cable,Perifericos,25.94,2.0,0.0,3.53,Madrid
T2024-00021,2024-11-30,C0285,Movil gama media,Telefonia,383.11,1.0,0.0,0.0,Cataluna
T2024-03588,2024-01-06,C0480,Altavoz bluetooth,Audio,76.18,1.0,0.0,3.69,Comunitat Valenciana
T2024-01326,2024-12-25,C0446,Monitor 27 pulgadas,Informatica,283.72,2.0,0.0,0.0,Cataluna
T2024-01654,2024-03-06,C0730,Portatil 16 pulgadas,Informatica,1512.62,2.0,25.0,0.0,Comunitat Valenciana
T2024-01539,2024-12-02,C0682,Barra de sonido,Audio,189.5,3.0,0.0,0.0,Comunitat Valenciana
T2024-01870,2024-09-04,C0062,Pulsera de actividad,Vestible,59.62,3.0,15.0,0.0,
T2024-01062,2024-08-17,C0097,Camara web 1080p,Perifericos,67.11,4.0,0.0,0.0,Pais Vasco
T2024-03759,2024-11-04,C0001,Raton ergonomico,Perifericos,45.21,5.0,10.0,0.0,Andalucia
T2024-00295,2024-12-30,C0267,Barra de sonido, Audio ,196.84,5.0,0.0,0.0,Andalucia
T2024-03369,2024-07-21,C0012,Disco SSD 1 TB,Almacenamiento,94.51,2.0,0.0,0.0,Cataluna
T2024-01874,2024-09-11,C0013,Raton ergonomico,Perifericos,49.16,1.0,0.0,5.9,Cataluna
T2024-04940,2024-12-23,C0469,Pulsera de actividad,Vestible,60.15,1.0,5.0,6.36,Galicia
T2024-04789,2024-11-26,C0572,Monitor 27 pulgadas,Informatica,258.06,1.0,20.0,0.0,Cataluna
T2024-00710,2024-03-02,C0172,Teclado mecanico,Perifericos,82.48,2.0,0.0,0.0,Madrid
T2024-00867,2024-12-20,C0007,Tarjeta microSD 256 GB,Almacenamiento,37.14,2.0,15.0,3.61,Madrid
T2024-02827,2024-12-19,C0604,Monitor 27 pulgadas,Informatica,213.46,1.0,0.0,0.0,Andalucia
T2024-D0019,2024-01-22,C0357,Disco SSD 2 TB,Almacenamiento,155.44,1.0,0.0,0.0,Cataluna
T2024-04888,2024-12-29,C0002,Altavoz bluetooth,Audio,81.71,1.0,0.0,3.46,Andalucia
T2024-03768,2024-05-27,C0031,Reloj inteligente,Vestible,177.36,1.0,30.0,0.0,Comunitat Valenciana
T2024-02848,2024-10-09,C0001,Reloj inteligente,Vestible,197.4,1.0,0.0,0.0,Galicia
T2024-00455,2024-01-22,C0001,Tarjeta microSD 256 GB,Almacenamiento,35.76,4.0,0.0,0.0,Cataluna
T2024-00227,2024-09-24,C0006,Raton ergonomico,Perifericos,50.42,5.0,0.0,0.0,Madrid
T2024-02904,2024-12-26,C0044,Disco SSD 2 TB,Almacenamiento,162.14,1.0,0.0,0.0,Comunitat Valenciana
T2024-02285,2024-12-19,C0013,Pulsera de actividad,Vestible,60.89,2.0,5.0,0.0,Cataluna
T2024-00640,2024-05-03,C0672,Monitor 27 pulgadas,Informatica,258.91,,0.0,0.0,Madrid
T2024-02508,2024-09-03,C0437,Tarjeta microSD 256 GB,Almacenamiento,32.53,1.0,0.0,4.54,Cataluna
T2024-01483,2024-12-05,C1041,Auriculares con cable,Perifericos,29.11,2.0,0.0,5.86,Galicia
T2024-01975,2024-09-01,C0737,Reloj inteligente,Vestible,196.72,1.0,0.0,0.0,Madrid
T2024-00826,2024-09-07,C0273,Disco SSD 1 TB,Almacenamiento,96.82,3.0,0.0,0.0,Comunitat Valenciana
T2024-02960,2024-01-17,C0026,Tarjeta microSD 256 GB,Almacenamiento,34.83,3.0,0.0,0.0,Comunitat Valenciana
T2024-01849,2024-01-19,C0332,Barra de sonido,Audio,194.55,3.0,0.0,0.0,Andalucia
T2024-03712,2024-04-07,C0005,Auriculares con cable,Perifericos,27.65,2.0,5.0,6.67,Cataluna
T2024-02133,2024-12-25,C0013,Auriculares con cable,Perifericos,27.21,2.0,0.0,5.17,Comunitat Valenciana
T2024-01399,2024-10-20,C0047,Disco SSD 2 TB,Almacenamiento,185.07,1.0,25.0,0.0,Pais Vasco
T2024-01951,2024-07-13,C0192,Disco SSD 1 TB,Almacenamiento,96.44,5.0,30.0,0.0,Cataluna
T2024-01631,2024-04-28,C0161,Auriculares inalambricos,Audio,122.53,3.0,0.0,0.0,Pais Vasco
T2024-00419,2024-10-05,C0053,Tablet 10 pulgadas,Telefonia,264.0,4.0,,0.0,Andalucia
T2024-01523,2024-04-25,C0490,Raton ergonomico,Perifericos,44.69,1.0,0.0,3.07,Cataluna
T2024-04023,2024-08-24,C0081,Auriculares con cable,Perifericos,26.52,2.0,0.0,14.5,Canarias
T2024-01109,2024-09-13,C0008,Auriculares inalambricos,Audio,124.57,3.0,40.0,0.0,Comunitat Valenciana
T2024-00427,2024-02-21,C1189,Altavoz bluetooth,Audio,79.35,2.0,0.0,0.0,Comunitat Valenciana
T2024-03388,2024-03-11,C0511,Tablet 10 pulgadas,Telefonia,275.34,5.0,0.0,0.0,Andalucia
T2024-04189,2024-01-25,C1094,Tarjeta microSD 256 GB,Almacenamiento,36.77,1.0,30.0,6.44,Pais Vasco
T2024-D0035,2024-07-11,C0238,Tarjeta microSD 256 GB,Almacenamiento,35.44,1.0,0.0,6.0,Madrid
T2024-02925,2024-06-09,C0080,Teclado mecanico,Perifericos,79.42,2.0,0.0,0.0,Comunitat Valenciana
T2024-00831,2024-09-12,C0120,Tablet 10 pulgadas,Telefonia,245.93,1.0,0.0,0.0,Madrid
T2024-01692,2024-12-19,C0002,Raton ergonomico,Perifericos,50.92,2.0,0.0,0.0,
T2024-02537,2024-02-03,C0001,Tablet 10 pulgadas,Telefonia,263.13,5.0,0.0,0.0,Andalucia
T2024-04474,2024-01-09,C0026,Disco SSD 1 TB,Almacenamiento,102.28,4.0,0.0,8.93,Canarias
T2024-00293,2024-12-18,C0005,Disco SSD 1 TB,Almacenamiento,97.79,4.0,0.0,0.0,Cataluna
T2024-04207,2024-12-23,C0006,Barra de sonido,Audio,211.02,2.0,10.0,13.89,Canarias
T2024-02644,2024-06-07,C0040,Reloj inteligente,Vestible,208.8,2.0,0.0,12.22,Canarias
T2024-02031,2024-03-30,C0387,Raton ergonomico,Perifericos,45.19,1.0,0.0,6.85,Comunitat Valenciana
T2024-02160,2024-10-23,C0002,Movil gama alta,Telefonia,955.94,1.0,25.0,0.0,
T2024-00865,2024-12-02,C0390,Pulsera de actividad,Vestible,64.6,2.0,0.0,0.0,Comunitat Valenciana
T2024-04611,2024-10-06,C0148,Disco SSD 2 TB,Almacenamiento,170.66,2.0,0.0,0.0,Comunitat Valenciana
T2024-02050,2024-03-17,C0100,Camara web 1080p,Perifericos,71.63,1.0,0.0,5.01,Madrid
T2024-00428,2024-12-14,C0052,Auriculares con cable,Perifericos,28.25,1.0,10.0,5.92,Cataluna
T2024-01832,2024-04-12,C0036,Pulsera de actividad,Vestible,58.72,2.0,,0.0,Madrid
T2024-00023,2024-12-21,C1185,Portatil 14 pulgadas,Informatica,898.91,4.0,0.0,14.09,Canarias
T2024-D0032,2024-01-20,C0001,Tarjeta microSD 256 GB,Almacenamiento,32.89,2.0,0.0,5.67,Cataluna
T2024-03851,2024-11-27,C0119,Reloj inteligente,Vestible,181.98,3.0,0.0,0.0,Madrid
T2024-01673,2024-02-14,C0002,Pulsera de actividad,Vestible,54.12,1.0,0.0,4.47,Comunitat Valenciana
T2024-02784,2024-01-31,C0028,Portatil 14 pulgadas,Informatica,892.5,3.0,0.0,0.0,Galicia
T2024-04213,2024-12-18,C0119,Altavoz bluetooth, Audio ,82.59,1.0,10.0,4.98,Andalucia
T2024-01341,2024-05-18,C0514,Reloj inteligente,Vestible,202.5,3.0,5.0,0.0,Madrid
T2024-04690,2024-09-22,C0047,Portatil 14 pulgadas,INFORMATICA,846.11,5.0,0.0,0.0,Comunitat Valenciana
T2024-04553,2024-10-22,C0708,Pulsera de actividad,Vestible,66.0,1.0,5.0,5.04,Cataluna
T2024-02234,2024-09-13,C0269,Monitor 27 pulgadas,Informatica,278.82,3.0,0.0,0.0,Madrid
T2024-04396,2024-07-21,C0010,Tarjeta microSD 256 GB,Almacenamiento,31.8,1.0,0.0,2.95,Madrid
T2024-04664,2024-10-07,C0510,Disco SSD 1 TB,Almacenamiento,108.41,1.0,0.0,0.0,Cataluna
T2024-00471,2024-05-28,C0014,Movil gama alta,Telefonia,1063.1,2.0,0.0,0.0,Cataluna
T2024-00766,2024-01-19,C0371,Raton ergonomico,Perifericos,46.73,2.0,0.0,6.43,Andalucia
T2024-03622,2024-10-12,C0327,Altavoz bluetooth,Audio,86.55,1.0,10.0,6.18,Madrid
T2024-03839,2024-02-09,C0016,Camara web 1080p,Perifericos,78.06,2.0,25.0,0.0,Galicia
T2024-04286,2024-11-10,C0018,Auriculares inalambricos,Audio,126.54,1.0,0.0,0.0,Galicia
T2024-03795,2024-10-09,C0884,Auriculares con cable,Perifericos,28.13,1.0,0.0,3.76,Comunitat Valenciana
T2024-01595,2024-03-08,C0298,Teclado mecanico,Perifericos,91.11,3.0,0.0,0.0,Galicia
T2024-04414,2024-10-28,C0231,Tarjeta microSD 256 GB,Almacenamiento,33.1,1.0,0.0,3.36,Comunitat Valenciana
T2024-01107,2024-10-22,C0328,Teclado mecanico,Perifericos,86.34,2.0,25.0,0.0,Comunitat Valenciana
T2024-02404,2024-11-24,C0391,Auriculares inalambricos,Audio,136.88,1.0,,0.0,Madrid
T2024-02196,2024-03-27,C0261,Tarjeta microSD 256 GB,Almacenamiento,33.31,1.0,0.0,13.94,Canarias
T2024-04144,2024-07-28,C0094,Barra de sonido,Audio,193.89,2.0,0.0,0.0,Comunitat Valenciana
T2024-01577,2024-10-30,C0001,Disco SSD 2 TB,Almacenamiento,183.62,5.0,0.0,0.0,Pais Vasco
T2024-01691,2024-01-30,C0009,Barra de sonido,Audio,207.6,5.0,0.0,0.0,Galicia
T2024-03877,2024-07-26,C0121,Movil gama media,Telefonia,324.75,5.0,0.0,0.0,Madrid
T2024-02230,2024-04-13,C0029,Portatil 14 pulgadas,Informatica,859.09,1.0,20.0,0.0,Cataluna
T2024-00529,2024-01-19,C0896,Raton ergonomico,Perifericos,42.89,5.0,15.0,0.0,Andalucia
T2024-02706,2024-01-26,C0036,Tarjeta microSD 256 GB,Almacenamiento,33.49,2.0,0.0,4.75,Cataluna
T2024-02973,2024-12-17,C0004,Raton ergonomico,Perifericos,43.67,1.0,25.0,5.51,Comunitat Valenciana
T2024-03425,2024-10-14,C0309,Raton ergonomico,Perifericos,47.92,2.0,0.0,6.21,Comunitat Valenciana
T2024-02831,2024-01-05,C0003,Disco SSD 2 TB,Almacenamiento,180.74,1.0,0.0,0.0,Galicia
T2024-04382,2024-12-23,C0004,Teclado mecanico,Perifericos,96.77,2.0,0.0,0.0,Andalucia
T2024-00658,2024-12-04,C0163,Pulsera de actividad,Vestible,59.54,5.0,0.0,0.0,Comunitat Valenciana
T2024-04322,2024-11-02,C0048,Pulsera de actividad,Vestible,56.2,1.0,30.0,6.94,Comunitat Valenciana
T2024-04874,2024-10-04,C0005,Disco SSD 2 TB,Almacenamiento,171.62,3.0,0.0,0.0,Pais Vasco
T2024-02406,2024-10-10,C0022,Altavoz bluetooth,Audio,80.96,5.0,5.0,0.0,Madrid
T2024-03070,2024-11-27,C0259,Disco SSD 1 TB,Almacenamiento,109.19,1.0,0.0,0.0,Comunitat Valenciana
T2024-00198,2024-05-16,C0003,Movil gama alta,Telefonía,1090.34,1.0,0.0,0.0,Andalucia
T2024-00270,2024-01-18,C0185,Reloj inteligente,Vestible,197.98,2.0,0.0,0.0,Madrid
T2024-03335,2024-09-19,C0323,Pulsera de actividad,Vestible,58.07,1.0,0.0,4.83,Andalucia
T2024-04498,2024-04-14,C0018,Raton ergonomico,Perifericos,44.26,4.0,0.0,11.18,Canarias
T2024-04662,2024-05-11,C0686,Tablet 10 pulgadas,Telefonia,279.65,5.0,0.0,0.0,Comunitat Valenciana
T2024-02141,2024-11-07,C1012,Teclado mecanico,Perifericos,84.23,2.0,0.0,0.0,Andalucia
T2024-02181,2024-12-01,C0272,Raton ergonomico,Perifericos,43.74,2.0,0.0,3.99,Cataluna
T2024-00870,2024-08-10,C0013,Tarjeta microSD 256 GB,Almacenamiento,33.52,1.0,0.0,3.98,Cataluna
T2024-D0003,2024-01-02,C0002,Pulsera de actividad,Vestible,57.97,2.0,25.0,0.0,Cataluna
T2024-04737,2024-03-09,C1090,Disco SSD 1 TB,Almacenamiento,105.02,1.0,0.0,0.0,Andalucia
T2024-02923,2024-11-03,C0232,Auriculares con cable,Perifericos,29.41,2.0,0.0,4.91,Pais Vasco
T2024-04493,2024-01-12,C0196,Altavoz bluetooth,Audio,73.67,5.0,0.0,0.0,Comunitat Valenciana
T2024-01386,2024-12-30,C0077,Monitor 27 pulgadas,Informatica,235.41,2.0,10.0,0.0,Cataluna
T2024-01357,2024-01-20,C0018,Tarjeta microSD 256 GB,Almacenamiento,33.27,4.0,0.0,9.34,Canarias
T2024-03593,2024-11-22,C0487,Raton ergonomico,Perifericos,38.29,1.0,0.0,3.44,Cataluna
T2024-00727,2024-11-26,C0427,Pulsera de actividad,Vestible,57.64,2.0,0.0,0.0,Comunitat Valenciana
T2024-01111,2024-08-25,C1198,Auriculares con cable,Perifericos,29.38,2.0,20.0,3.58,Pais Vasco
T2024-01291,2024-03-08,C1141,Auriculares con cable,Perifericos,30.04,1.0,10.0,6.72,Cataluna
T2024-03989,2024-05-26,C0794,Auriculares con cable,Perifericos,29.98,2.0,0.0,3.54,Madrid
T2024-03773,2024-10-14,C0319,Auriculares inalambricos,Audio,125.42,2.0,10.0,0.0,Madrid
T2024-03638,2024-08-26,C0299,Disco SSD 1 TB,Almacenamiento,100.67,1.0,30.0,0.0,Andalucia
T2024-02126,2024-02-21,C0392,Camara web 1080p,Perifericos,82.24,1.0,0.0,6.27,Cataluna
T2024-03167,2024-12-25,C0010,Movil gama media,Telefonia,343.61,2.0,0.0,0.0,Cataluna
T2024-00949,2024-07-21,C0979,Tablet 10 pulgadas,Telefonia,279.35,2.0,0.0,0.0,Comunitat Valenciana
T2024-04318,2024-12-29,C0052,Raton ergonomico,Perifericos,35.97,250.0,0.0,5.56,Pais Vasco
T2024-02176,2024-05-18,C0001,Barra de sonido,Audio,210.77,3.0,20.0,0.0,Madrid
T2024-04937,2024-05-02,C1163,Camara web 1080p,perifericos,71.47,1.0,0.0,6.55,Madrid
T2024-03652,2024-09-20,C0054,Auriculares inalambricos,Audio,130.75,1.0,-10.0,0.0,Andalucia
T2024-01347,2024-06-06,C0150,Teclado mecanico,Perifericos,81.45,1.0,0.0,3.91,Comunitat Valenciana
T2024-02775,2024-03-10,C1011,Pulsera de actividad,Vestible,60.4,1.0,0.0,6.0,Andalucia
T2024-04950,2024-05-19,C0101,Auriculares con cable,Perifericos,29.7,4.0,15.0,0.0,Madrid
T2024-04765,2024-11-19,C0012,Tarjeta microSD 256 GB,Almacenamiento,31.67,2.0,0.0,3.23,Comunitat Valenciana
T2024-02036,2024-09-21,C0078,Raton ergonomico,Perifericos,49.67,1.0,0.0,5.03,Madrid
T2024-00119,2024-11-17,C0001,Pulsera de actividad,Vestible,58.15,1.0,10.0,3.41,Cataluna
T2024-03609,2024-09-23,C0505,Movil gama media,Telefonia,333.71,2.0,,0.0,Galicia
T2024-01506,2024-11-02,C0460,Raton ergonomico,Perifericos,48.47,2.0,0.0,3.38,Galicia
T2024-01853,2024-11-25,C0052,Reloj inteligente,Vestible,180.39,3.0,15.0,0.0,Madrid
T2024-02158,2024-11-16,C0820,Movil gama media,Telefonia,324.97,5.0,0.0,0.0,Cataluna
T2024-04370,2024-02-11,C0001,Pulsera de actividad,Vestible,55.64,2.0,10.0,0.0,Cataluna
T2024-02114,2024-08-28,C0051,Auriculares con cable,Perifericos,30.35,1.0,5.0,4.23,Cataluna
T2024-03836,2024-01-12,C0870,Auriculares inalambricos,Audio,124.68,4.0,10.0,0.0,Cataluna
T2024-02545,2024-10-19,C0215,Camara web 1080p,Perifericos,71.77,1.0,0.0,4.32,Comunitat Valenciana
T2024-02991,2024-10-11,C0546,Tarjeta microSD 256 GB,Almacenamiento,33.79,1.0,15.0,6.81,Cataluna
T2024-02944,2024-09-24,C0827,Altavoz bluetooth,Audio,85.6,5.0,0.0,0.0,Madrid
T2024-01861,2024-04-21,C0483,Monitor 27 pulgadas,Informatica,266.0,1.0,0.0,0.0,Galicia
T2024-04015,2024-01-25,C0656,Movil gama alta,Telefonía,980.88,2.0,25.0,0.0,Cataluna
T2024-00612,2024-11-30,C0108,Reloj inteligente,Vestible,170.54,1.0,0.0,0.0,Cataluna
T2024-03359,2024-10-26,C0011,Auriculares con cable,Perifericos,29.51,2.0,0.0,4.89,Comunitat Valenciana
T2024-04660,2024-11-24,C0194,Monitor 27 pulgadas,Informatica,247.32,4.0,5.0,0.0,Cataluna
T2024-03065,2024-06-02,C0362,Disco SSD 1 TB,Almacenamiento,91.51,1.0,5.0,3.7,Madrid
